StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q101,Q114_First Click,Q114_Last Click,Q114_Page Submit,Q114_Click Count,Q115,Q110_First Click,Q110_Last Click,Q110_Page Submit,Q110_Click Count,Q111,Q112_First Click,Q112_Last Click,Q112_Page Submit,Q112_Click Count,Q113,Q108_First Click,Q108_Last Click,Q108_Page Submit,Q108_Click Count,Q109,Q106_First Click,Q106_Last Click,Q106_Page Submit,Q106_Click Count,Q107,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,Q103,Q104_First Click,Q104_Last Click,Q104_Page Submit,Q104_Click Count,Q105,Q117_First Click,Q117_Last Click,Q117_Page Submit,Q117_Click Count,Q118,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Q130,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,Q132,Q127_First Click,Q127_Last Click,Q127_Page Submit,Q127_Click Count,Q128,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q124,Q125_First Click,Q125_Last Click,Q125_Page Submit,Q125_Click Count,Q126,Q121_First Click,Q121_Last Click,Q121_Page Submit,Q121_Click Count,Q122,Q119_First Click,Q119_Last Click,Q119_Page Submit,Q119_Click Count,Q120,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,1,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,5,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,7,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,9,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,11,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,13,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,17,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,19,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,21,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,23,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,25,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,29,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,33,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,35,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,Q72,Q98_First Click,Q98_Last Click,Q98_Page Submit,Q98_Click Count,Q99,Q96_First Click,Q96_Last Click,Q96_Page Submit,Q96_Click Count,Q97,Q94_First Click,Q94_Last Click,Q94_Page Submit,Q94_Click Count,Q95,Q92_First Click,Q92_Last Click,Q92_Page Submit,Q92_Click Count,Q93,Q90_First Click,Q90_Last Click,Q90_Page Submit,Q90_Click Count,Q91,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,Q87,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q85,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,Q83,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q81,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,Q74,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76,SC0,Q_TotalDuration,ParticipantID,Version,Study,Session
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"You will have 5 minutes to answer 8 problems.



1/8",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,2/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,3/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,4/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,5/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,6/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,7/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,8/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"You will have 5 minutes to answer 8 problems.



1/8",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,2/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,3/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,4/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,5/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,6/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,7/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,8/8,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"You will have 9 minutes to answer 14 problems.


1/14",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,2/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,3/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,4/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,5/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,6/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,7/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,8/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,9/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,10/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,11/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,12/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,13/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,14/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"You will have 9 minutes to answer 14 problems.



1/14",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,2/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,3/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,4/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,5/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,6/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,7/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,8/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,9/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,10/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,11/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,12/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,13/14,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,14/14,Score,Q_TotalDuration,ParticipantID,Version,Study,Session
"{""ImportId"":""startDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""endDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID100_FIRST_CLICK""}","{""ImportId"":""QID100_LAST_CLICK""}","{""ImportId"":""QID100_PAGE_SUBMIT""}","{""ImportId"":""QID100_CLICK_COUNT""}","{""ImportId"":""QID101""}","{""ImportId"":""QID114_FIRST_CLICK""}","{""ImportId"":""QID114_LAST_CLICK""}","{""ImportId"":""QID114_PAGE_SUBMIT""}","{""ImportId"":""QID114_CLICK_COUNT""}","{""ImportId"":""QID115""}","{""ImportId"":""QID110_FIRST_CLICK""}","{""ImportId"":""QID110_LAST_CLICK""}","{""ImportId"":""QID110_PAGE_SUBMIT""}","{""ImportId"":""QID110_CLICK_COUNT""}","{""ImportId"":""QID111""}","{""ImportId"":""QID112_FIRST_CLICK""}","{""ImportId"":""QID112_LAST_CLICK""}","{""ImportId"":""QID112_PAGE_SUBMIT""}","{""ImportId"":""QID112_CLICK_COUNT""}","{""ImportId"":""QID113""}","{""ImportId"":""QID108_FIRST_CLICK""}","{""ImportId"":""QID108_LAST_CLICK""}","{""ImportId"":""QID108_PAGE_SUBMIT""}","{""ImportId"":""QID108_CLICK_COUNT""}","{""ImportId"":""QID109""}","{""ImportId"":""QID106_FIRST_CLICK""}","{""ImportId"":""QID106_LAST_CLICK""}","{""ImportId"":""QID106_PAGE_SUBMIT""}","{""ImportId"":""QID106_CLICK_COUNT""}","{""ImportId"":""QID107""}","{""ImportId"":""QID102_FIRST_CLICK""}","{""ImportId"":""QID102_LAST_CLICK""}","{""ImportId"":""QID102_PAGE_SUBMIT""}","{""ImportId"":""QID102_CLICK_COUNT""}","{""ImportId"":""QID103""}","{""ImportId"":""QID104_FIRST_CLICK""}","{""ImportId"":""QID104_LAST_CLICK""}","{""ImportId"":""QID104_PAGE_SUBMIT""}","{""ImportId"":""QID104_CLICK_COUNT""}","{""ImportId"":""QID105""}","{""ImportId"":""QID117_FIRST_CLICK""}","{""ImportId"":""QID117_LAST_CLICK""}","{""ImportId"":""QID117_PAGE_SUBMIT""}","{""ImportId"":""QID117_CLICK_COUNT""}","{""ImportId"":""QID118""}","{""ImportId"":""QID129_FIRST_CLICK""}","{""ImportId"":""QID129_LAST_CLICK""}","{""ImportId"":""QID129_PAGE_SUBMIT""}","{""ImportId"":""QID129_CLICK_COUNT""}","{""ImportId"":""QID130""}","{""ImportId"":""QID131_FIRST_CLICK""}","{""ImportId"":""QID131_LAST_CLICK""}","{""ImportId"":""QID131_PAGE_SUBMIT""}","{""ImportId"":""QID131_CLICK_COUNT""}","{""ImportId"":""QID132""}","{""ImportId"":""QID127_FIRST_CLICK""}","{""ImportId"":""QID127_LAST_CLICK""}","{""ImportId"":""QID127_PAGE_SUBMIT""}","{""ImportId"":""QID127_CLICK_COUNT""}","{""ImportId"":""QID128""}","{""ImportId"":""QID123_FIRST_CLICK""}","{""ImportId"":""QID123_LAST_CLICK""}","{""ImportId"":""QID123_PAGE_SUBMIT""}","{""ImportId"":""QID123_CLICK_COUNT""}","{""ImportId"":""QID124""}","{""ImportId"":""QID125_FIRST_CLICK""}","{""ImportId"":""QID125_LAST_CLICK""}","{""ImportId"":""QID125_PAGE_SUBMIT""}","{""ImportId"":""QID125_CLICK_COUNT""}","{""ImportId"":""QID126""}","{""ImportId"":""QID121_FIRST_CLICK""}","{""ImportId"":""QID121_LAST_CLICK""}","{""ImportId"":""QID121_PAGE_SUBMIT""}","{""ImportId"":""QID121_CLICK_COUNT""}","{""ImportId"":""QID122""}","{""ImportId"":""QID119_FIRST_CLICK""}","{""ImportId"":""QID119_LAST_CLICK""}","{""ImportId"":""QID119_PAGE_SUBMIT""}","{""ImportId"":""QID119_CLICK_COUNT""}","{""ImportId"":""QID120""}","{""ImportId"":""QID70_FIRST_CLICK""}","{""ImportId"":""QID70_LAST_CLICK""}","{""ImportId"":""QID70_PAGE_SUBMIT""}","{""ImportId"":""QID70_CLICK_COUNT""}","{""ImportId"":""QID19""}","{""ImportId"":""QID69_FIRST_CLICK""}","{""ImportId"":""QID69_LAST_CLICK""}","{""ImportId"":""QID69_PAGE_SUBMIT""}","{""ImportId"":""QID69_CLICK_COUNT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID68_FIRST_CLICK""}","{""ImportId"":""QID68_LAST_CLICK""}","{""ImportId"":""QID68_PAGE_SUBMIT""}","{""ImportId"":""QID68_CLICK_COUNT""}","{""ImportId"":""QID25""}","{""ImportId"":""QID67_FIRST_CLICK""}","{""ImportId"":""QID67_LAST_CLICK""}","{""ImportId"":""QID67_PAGE_SUBMIT""}","{""ImportId"":""QID67_CLICK_COUNT""}","{""ImportId"":""QID27""}","{""ImportId"":""QID66_FIRST_CLICK""}","{""ImportId"":""QID66_LAST_CLICK""}","{""ImportId"":""QID66_PAGE_SUBMIT""}","{""ImportId"":""QID66_CLICK_COUNT""}","{""ImportId"":""QID29""}","{""ImportId"":""QID65_FIRST_CLICK""}","{""ImportId"":""QID65_LAST_CLICK""}","{""ImportId"":""QID65_PAGE_SUBMIT""}","{""ImportId"":""QID65_CLICK_COUNT""}","{""ImportId"":""QID31""}","{""ImportId"":""QID64_FIRST_CLICK""}","{""ImportId"":""QID64_LAST_CLICK""}","{""ImportId"":""QID64_PAGE_SUBMIT""}","{""ImportId"":""QID64_CLICK_COUNT""}","{""ImportId"":""QID35""}","{""ImportId"":""QID63_FIRST_CLICK""}","{""ImportId"":""QID63_LAST_CLICK""}","{""ImportId"":""QID63_PAGE_SUBMIT""}","{""ImportId"":""QID63_CLICK_COUNT""}","{""ImportId"":""QID37""}","{""ImportId"":""QID62_FIRST_CLICK""}","{""ImportId"":""QID62_LAST_CLICK""}","{""ImportId"":""QID62_PAGE_SUBMIT""}","{""ImportId"":""QID62_CLICK_COUNT""}","{""ImportId"":""QID39""}","{""ImportId"":""QID61_FIRST_CLICK""}","{""ImportId"":""QID61_LAST_CLICK""}","{""ImportId"":""QID61_PAGE_SUBMIT""}","{""ImportId"":""QID61_CLICK_COUNT""}","{""ImportId"":""QID41""}","{""ImportId"":""QID60_FIRST_CLICK""}","{""ImportId"":""QID60_LAST_CLICK""}","{""ImportId"":""QID60_PAGE_SUBMIT""}","{""ImportId"":""QID60_CLICK_COUNT""}","{""ImportId"":""QID43""}","{""ImportId"":""QID59_FIRST_CLICK""}","{""ImportId"":""QID59_LAST_CLICK""}","{""ImportId"":""QID59_PAGE_SUBMIT""}","{""ImportId"":""QID59_CLICK_COUNT""}","{""ImportId"":""QID47""}","{""ImportId"":""QID58_FIRST_CLICK""}","{""ImportId"":""QID58_LAST_CLICK""}","{""ImportId"":""QID58_PAGE_SUBMIT""}","{""ImportId"":""QID58_CLICK_COUNT""}","{""ImportId"":""QID51""}","{""ImportId"":""QID57_FIRST_CLICK""}","{""ImportId"":""QID57_LAST_CLICK""}","{""ImportId"":""QID57_PAGE_SUBMIT""}","{""ImportId"":""QID57_CLICK_COUNT""}","{""ImportId"":""QID53""}","{""ImportId"":""QID71_FIRST_CLICK""}","{""ImportId"":""QID71_LAST_CLICK""}","{""ImportId"":""QID71_PAGE_SUBMIT""}","{""ImportId"":""QID71_CLICK_COUNT""}","{""ImportId"":""QID72""}","{""ImportId"":""QID98_FIRST_CLICK""}","{""ImportId"":""QID98_LAST_CLICK""}","{""ImportId"":""QID98_PAGE_SUBMIT""}","{""ImportId"":""QID98_CLICK_COUNT""}","{""ImportId"":""QID99""}","{""ImportId"":""QID96_FIRST_CLICK""}","{""ImportId"":""QID96_LAST_CLICK""}","{""ImportId"":""QID96_PAGE_SUBMIT""}","{""ImportId"":""QID96_CLICK_COUNT""}","{""ImportId"":""QID97""}","{""ImportId"":""QID94_FIRST_CLICK""}","{""ImportId"":""QID94_LAST_CLICK""}","{""ImportId"":""QID94_PAGE_SUBMIT""}","{""ImportId"":""QID94_CLICK_COUNT""}","{""ImportId"":""QID95""}","{""ImportId"":""QID92_FIRST_CLICK""}","{""ImportId"":""QID92_LAST_CLICK""}","{""ImportId"":""QID92_PAGE_SUBMIT""}","{""ImportId"":""QID92_CLICK_COUNT""}","{""ImportId"":""QID93""}","{""ImportId"":""QID90_FIRST_CLICK""}","{""ImportId"":""QID90_LAST_CLICK""}","{""ImportId"":""QID90_PAGE_SUBMIT""}","{""ImportId"":""QID90_CLICK_COUNT""}","{""ImportId"":""QID91""}","{""ImportId"":""QID88_FIRST_CLICK""}","{""ImportId"":""QID88_LAST_CLICK""}","{""ImportId"":""QID88_PAGE_SUBMIT""}","{""ImportId"":""QID88_CLICK_COUNT""}","{""ImportId"":""QID89""}","{""ImportId"":""QID86_FIRST_CLICK""}","{""ImportId"":""QID86_LAST_CLICK""}","{""ImportId"":""QID86_PAGE_SUBMIT""}","{""ImportId"":""QID86_CLICK_COUNT""}","{""ImportId"":""QID87""}","{""ImportId"":""QID84_FIRST_CLICK""}","{""ImportId"":""QID84_LAST_CLICK""}","{""ImportId"":""QID84_PAGE_SUBMIT""}","{""ImportId"":""QID84_CLICK_COUNT""}","{""ImportId"":""QID85""}","{""ImportId"":""QID82_FIRST_CLICK""}","{""ImportId"":""QID82_LAST_CLICK""}","{""ImportId"":""QID82_PAGE_SUBMIT""}","{""ImportId"":""QID82_CLICK_COUNT""}","{""ImportId"":""QID83""}","{""ImportId"":""QID80_FIRST_CLICK""}","{""ImportId"":""QID80_LAST_CLICK""}","{""ImportId"":""QID80_PAGE_SUBMIT""}","{""ImportId"":""QID80_CLICK_COUNT""}","{""ImportId"":""QID81""}","{""ImportId"":""QID77_FIRST_CLICK""}","{""ImportId"":""QID77_LAST_CLICK""}","{""ImportId"":""QID77_PAGE_SUBMIT""}","{""ImportId"":""QID77_CLICK_COUNT""}","{""ImportId"":""QID78""}","{""ImportId"":""QID73_FIRST_CLICK""}","{""ImportId"":""QID73_LAST_CLICK""}","{""ImportId"":""QID73_PAGE_SUBMIT""}","{""ImportId"":""QID73_CLICK_COUNT""}","{""ImportId"":""QID74""}","{""ImportId"":""QID75_FIRST_CLICK""}","{""ImportId"":""QID75_LAST_CLICK""}","{""ImportId"":""QID75_PAGE_SUBMIT""}","{""ImportId"":""QID75_CLICK_COUNT""}","{""ImportId"":""QID76""}","{""ImportId"":""SC_6sypSfL13E9qXNr""}","{""ImportId"":""Q_TotalDuration""}","{""ImportId"":""ParticipantID""}","{""ImportId"":""Version""}","{""ImportId"":""Study""}","{""ImportId"":""Session""}"
2020-04-16 14:03:11,2020-04-16 14:11:13,0,146.151.117.60,100,482,1,2020-04-16 14:11:14,R_2uJqreow07APAnj,,,,,43.0724945068359375,-89.4490966796875,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.643,20.619,25.451,2,5,13.074,13.074,14.978,1,3,7.361,7.361,8.469,1,6,7.177,7.177,7.855,1,8,11.034,11.034,11.636,1,5,43.221,43.221,44.816,1,2,16.834,26.667,33.364,3,6,10.974,18.792,22.716,2,3,25.172,25.172,40.853,1,8,37.744,37.744,53.521,1,6,23.069,23.069,28.304,1,7,74.657,74.657,79.409,1,2,72.362,72.362,73.567,1,5,27.306,27.306,28.433,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,482,123456,A,,
2020-04-21 12:39:44,2020-04-21 12:45:29,0,47.149.231.133,100,344,1,2020-04-21 12:45:29,R_3efZ3Lonc5KEuVm,,,,,33.9376983642578125,-117.1851043701171875,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.238,24.041,24.56,2,5,23.073,23.073,24.116,1,3,8.905,8.905,9.822,1,6,9.582,9.582,10.531,1,8,27.018,27.018,27.918,1,5,10.807,10.807,11.813,1,3,30.411,31.569,32.309,2,6,15.245,15.245,16.194,1,5,8.366,8.366,9.513,1,7,16.891,16.891,17.613,1,6,31.03,31.03,31.81,1,7,27.073,27.95,29.149,2,1,82.651,83.102,83.881,2,3,1.791,2.492,4.277,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,344,test,A,,
2020-04-21 16:14:30,2020-04-21 16:20:06,0,137.25.184.135,100,335,1,2020-04-21 16:20:06,R_2S65sbHQLK2EqC5,,,,,34.10699462890625,-117.5941009521484375,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.448,19.448,20.873,1,5,23.573,23.573,24.736,1,3,20.415,20.415,22.067,1,6,30.857,30.857,31.956,1,1,21.411,21.411,23.025,1,7,18.14,68.363,72.285,5,2,51.048,51.048,51.895,1,7,21.094,21.094,35.626,1,3,30.157,30.157,31.422,1,7,2.2,2.2,3.436,1,5,1.147,1.147,2.026,1,6,1.051,1.051,1.838,1,7,1.562,1.8,2.788,2,7,1.726,1.726,2.604,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,335,test,A,,
2020-04-23 20:03:11,2020-04-23 20:06:14,0,68.190.229.172,100,183,1,2020-04-23 20:06:15,R_8e18DHHSgVxUD2F,,,,,34.0706024169921875,-117.939300537109375,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.357,13.357,14.724,1,5,13.496,20.802,25.984,3,3,21.072,21.072,21.792,1,6,17.084,17.084,17.871,1,8,9.422,11.297,11.755,3,4,11.098,27.698,28.542,4,2,10.44,11.233,11.612,2,5,6.165,7.493,8.031,2,5,12.529,12.529,13.197,1,1,5.328,5.827,6.124,2,6,10.461,10.461,11.08,1,7,0.993,1.458,1.734,2,3,0.503,1.01,1.282,2,6,0.406,0.955,1.375,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,183,test,A,,
2020-04-23 23:31:45,2020-04-23 23:38:34,0,199.247.111.171,100,408,1,2020-04-23 23:38:34,R_p3rAtzLuRd3QnwB,,,,,33.878204345703125,-117.956695556640625,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.838,15.422,15.825,3,5,12.923,15.491,16.57,3,3,16.65,17.226,17.659,2,6,7.162,9.446,9.871,2,8,8.812,8.812,12.719,1,5,57.163,57.163,58.51,1,2,6.235,6.235,16.315,1,6,20.837,20.837,21.95,1,3,21.464,23.443,24.307,3,8,18.656,18.656,19.876,1,6,62.718,62.718,63.768,1,1,18.975,20.428,21.701,2,7,47.666,47.666,48.733,1,5,48.436,48.436,49.387,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,408,test,A,,
2020-04-24 15:51:46,2020-04-24 15:55:50,0,67.164.25.105,100,244,1,2020-04-24 15:55:51,R_RWzkTwCidCbZOmd,,,,,37.5496978759765625,-121.96209716796875,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.515,17.7,18.752,2,1,13.667,15.087,16.876,2,3,16.994,18.423,19.258,2,4,12.671,12.671,14.098,1,7,12.895,12.895,14.31,1,5,19.272,19.272,20.428,1,7,31.997,31.997,33.311,1,4,14.035,14.035,15.099,1,7,21.808,21.808,23.214,1,4,9.431,9.431,10.971,1,1,3.056,3.056,3.836,1,8,10.006,11.597,12.803,2,1,5.358,5.358,7.075,1,5,18.661,22.644,24.085,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,244,test,A,,
2020-04-25 17:01:28,2020-04-25 17:01:52,0,24.6.169.187,100,23,1,2020-04-25 17:01:52,R_Rk8k0mY159XCFDX,,,,,37.3303985595703125,-121.7913055419921875,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.222,1.222,1.833,1,4,0.31,0.31,0.796,1,5,0.377,0.377,0.888,1,5,0.37,0.37,0.827,1,5,0.292,0.916,1.165,3,6,0.536,0.882,1.603,2,3,0.37,0.37,0.855,1,6,0.254,0.254,0.86,1,7,0.437,0.437,1.187,1,2,0.658,0.658,0.966,1,8,0.389,0.813,1.096,2,4,0.142,0.142,0.556,1,6,0.281,0.281,0.899,1,5,0.387,0.387,0.84,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,test,A,,
2020-04-27 14:44:20,2020-04-27 14:50:36,0,97.90.26.135,100,375,1,2020-04-27 14:50:37,R_22yoCBkgqqDhVNb,,,,,34.2187957763671875,-118.199798583984375,anonymous,EN,17.104,17.104,18.3,1,7,11.784,11.784,13.021,1,8,14.783,27.516,34.524,2,1,21.533,21.533,23.273,1,1,70.079,70.079,101.052,1,4,51.407,51.407,52.56,1,2,124.195,124.195,125.312,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,375,test,C,,
